"Empresa_Aerea";"N_Voo";"Aeroporto_Origem_Designador_OACI";"Aeroporto_Origem_Nome_UF_Pais ";"Aeroporto_Destino_Designador_OACI";"Aeroporto_Destino_Nome_UF_Pais";"Etapas_Previstas";"Percentuais_de_Cancelamentos";"Percentuais_de_Atrasos_superiores_a_30_minutos";"Percentuais_de_Atrasos_superiores_a_60_minutos"
"AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A";"4140";"SBSR";"PROFESSOR ERIBERTO MANOEL REINO(SP, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"30";"0";"0";"0"
"AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A";"2447";"SBSR";"PROFESSOR ERIBERTO MANOEL REINO(SP, BRASIL)";"SBSG";"GOVERNADOR ALUIZIO ALVES(RN, BRASIL)";"4";"0";"0";"0"
"AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A";"4876";"SBSR";"PROFESSOR ERIBERTO MANOEL REINO(SP, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"30";"6,67";"0";"0"
"AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A";"2717";"SBSR";"PROFESSOR ERIBERTO MANOEL REINO(SP, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"30";"0";"0";"0"
"AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A";"4286";"SBSR";"PROFESSOR ERIBERTO MANOEL REINO(SP, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"5";"0";"0";"0"
"AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A";"4472";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"17";"0";"0";"0"
"AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A";"4469";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"17";"0";"0";"0"
"AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A";"3036";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"3";"0";"0";"0"
"AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A";"2446";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"4";"0";"0";"0"
"AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A";"4066";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"30";"0";"0";"0"
"AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A";"5034";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"30";"0";"0";"0"
"AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A";"2551";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"4";"0";"0";"0"
"AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A";"4330";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBVC";"GLAUBER DE ANDRADE ROCHA(BA, BRASIL)";"13";"0";"0";"0"
"AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A";"4330";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBPS";"PORTO SEGURO(BA, BRASIL)";"8";"0";"0";"0"
"AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A";"4330";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBIL";"BAHIA - JORGE AMADO(BA, BRASIL)";"9";"0";"0";"0"
"AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A";"4583";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"9";"0";"0";"0"
"AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A";"4553";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"26";"0";"0";"0"
"AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A";"9011";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"1";"0";"0";"0"
"AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A";"9024";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"1";"100";"0";"0"
"AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A";"3058";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBSL";"MARECHAL CUNHA MACHADO(MA, BRASIL)";"8";"0";"12,5";"12,5"
"AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A";"3061";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"12";"0";"0";"0"
"AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A";"3063";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"30";"3,33";"16,67";"6,67"
"AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A";"3064";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"17";"0";"11,76";"5,88"
"AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A";"4195";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"26";"15,38";"0";"0"
"AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A";"3065";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"21";"0";"0";"0"
"AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A";"3066";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"23";"0";"4,35";"4,35"
"AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A";"3066";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBSL";"MARECHAL CUNHA MACHADO(MA, BRASIL)";"5";"0";"20";"0"
"AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A";"3067";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"30";"0";"0";"0"
"AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A";"3068";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"13";"0";"0";"0"
"AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A";"3069";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"25";"0";"0";"0"
"AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A";"3070";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"30";"0";"3,33";"3,33"
"AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A";"3071";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"30";"0";"10";"6,67"
"AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A";"3072";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBJP";"PRESIDENTE CASTRO PINTO(PB, BRASIL)";"30";"0";"0";"0"
"AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A";"3073";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBSL";"MARECHAL CUNHA MACHADO(MA, BRASIL)";"30";"0";"3,33";"0"
"AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A";"3091";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBFZ";"PINTO MARTINS(CE, BRASIL)";"1";"0";"100";"100"
"AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A";"3119";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBFZ";"PINTO MARTINS(CE, BRASIL)";"30";"0";"6,67";"0"
"AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A";"3120";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBMO";"ZUMBI DOS PALMARES(AL, BRASIL)";"26";"0";"3,85";"0"
"AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A";"4015";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"30";"0";"0";"0"
"AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A";"2698";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"4";"0";"0";"0"
"AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A";"4386";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"29";"0";"0";"0"
"AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A";"2730";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"26";"7,69";"0";"0"
"AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A";"4331";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBAR";"SANTA MARIA(SE, BRASIL)";"30";"0";"0";"0"
"AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A";"2840";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"30";"3,33";"0";"0"
"AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A";"2845";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"25";"4";"0";"0"
"AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A";"2868";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"25";"0";"0";"0"
"AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A";"2904";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"30";"10";"0";"0"
"AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A";"2923";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"4";"0";"0";"0"
"AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A";"2937";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"30";"0";"0";"0"
"AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A";"3020";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"2";"0";"0";"0"
"AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A";"3030";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"2";"0";"0";"0"
"AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A";"3031";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBFZ";"PINTO MARTINS(CE, BRASIL)";"3";"0";"33,33";"0"
"AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A";"3031";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"1";"0";"0";"0"
"AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A";"3033";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"9";"0";"0";"0"
"AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A";"4215";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"13";"23,08";"0";"0"
"AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A";"4027";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"19";"15,79";"0";"0"
"AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A";"3053";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"1";"0";"0";"0"
"AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A";"4418";"SBTB";"TROMBETAS(PA, BRASIL)";"SBEG";"EDUARDO GOMES(AM, BRASIL)";"5";"0";"0";"0"
"AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A";"4418";"SBTB";"TROMBETAS(PA, BRASIL)";"SBSN";"MAESTRO WILSON FONSECA(PA, BRASIL)";"4";"0";"0";"0"
"AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A";"2457";"SBTC";"HOTEL TRANSAMÉRICA(AERODROMO PRIVADO)(BA, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"5";"0";"0";"0"
"AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A";"2465";"SBTC";"HOTEL TRANSAMÉRICA(AERODROMO PRIVADO)(BA, BRASIL)";"SBSP";"CONGONHAS(SP, BRASIL)";"6";"0";"0";"0"
"AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A";"4298";"SBTE";"SENADOR PETRÔNIO PORTELLA(PI, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"13";"0";"0";"0"
"AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A";"4379";"SBTE";"SENADOR PETRÔNIO PORTELLA(PI, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"29";"0";"0";"0"
"AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A";"2760";"SBTE";"SENADOR PETRÔNIO PORTELLA(PI, BRASIL)";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"25";"0";"0";"0"
"AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A";"4161";"SBTE";"SENADOR PETRÔNIO PORTELLA(PI, BRASIL)";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"30";"0";"0";"0"
"AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A";"3009";"SBTE";"SENADOR PETRÔNIO PORTELLA(PI, BRASIL)";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"25";"0";"0";"0"
"AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A";"5300";"SBTF";"TEFÉ(AM, BRASIL)";"SWTP";"SANTA IZABEL DO RIO NEGRO(AM, BRASIL)";"8";"0";"0";"0"
"AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A";"9352";"SBTF";"TEFÉ(AM, BRASIL)";"SBEG";"EDUARDO GOMES(AM, BRASIL)";"1";"0";"0";"0"
"AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A";"4184";"SBTF";"TEFÉ(AM, BRASIL)";"SBEG";"EDUARDO GOMES(AM, BRASIL)";"30";"6,67";"0";"0"
"AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A";"5301";"SBTF";"TEFÉ(AM, BRASIL)";"SBEG";"EDUARDO GOMES(AM, BRASIL)";"8";"12,5";"0";"0"
"AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A";"2646";"SBTG";"TRÊS LAGOAS(MS, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"26";"7,69";"0";"0"
"AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A";"4059";"SBTT";"TABATINGA(AM, BRASIL)";"SBEG";"EDUARDO GOMES(AM, BRASIL)";"9";"44,44";"0";"0"
"AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A";"4186";"SBTT";"TABATINGA(AM, BRASIL)";"SBEG";"EDUARDO GOMES(AM, BRASIL)";"30";"0";"0";"0"
"AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A";"5327";"SBTU";"TUCURUÍ(PA, BRASIL)";"SBBE";"INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL)";"8";"0";"0";"0"
"AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A";"4775";"SBUA";"SÃO GABRIEL DA CACHOEIRA(AM, BRASIL)";"SBEG";"EDUARDO GOMES(AM, BRASIL)";"8";"0";"0";"0"
"AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A";"4593";"SBUG";"RUBEM BERTA(RS, BRASIL)";"SBCT";"AFONSO PENA(PR, BRASIL)";"13";"0";"0";"0"
"AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A";"4814";"SBUL";"TEN CEL AVIADOR CÉSAR BOMBONATO(MG, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"30";"0";"0";"0"
"AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A";"4922";"SBUL";"TEN CEL AVIADOR CÉSAR BOMBONATO(MG, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"30";"3,33";"0";"0"
"AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A";"4265";"SBUL";"TEN CEL AVIADOR CÉSAR BOMBONATO(MG, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"29";"3,45";"0";"0"
"AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A";"4180";"SBUL";"TEN CEL AVIADOR CÉSAR BOMBONATO(MG, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"30";"0";"0";"0"
"AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A";"2415";"SBUL";"TEN CEL AVIADOR CÉSAR BOMBONATO(MG, BRASIL)";"SBPS";"PORTO SEGURO(BA, BRASIL)";"4";"0";"0";"0"
"AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A";"2438";"SBUL";"TEN CEL AVIADOR CÉSAR BOMBONATO(MG, BRASIL)";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"4";"0";"0";"0"
"AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A";"2439";"SBUL";"TEN CEL AVIADOR CÉSAR BOMBONATO(MG, BRASIL)";"SBMO";"ZUMBI DOS PALMARES(AL, BRASIL)";"9";"0";"0";"0"
"AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A";"4023";"SBUL";"TEN CEL AVIADOR CÉSAR BOMBONATO(MG, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"17";"29,41";"0";"0"
"AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A";"2837";"SBUL";"TEN CEL AVIADOR CÉSAR BOMBONATO(MG, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"11";"18,18";"0";"0"
"AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A";"4352";"SBUL";"TEN CEL AVIADOR CÉSAR BOMBONATO(MG, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"26";"0";"0";"0"
"AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A";"Z4023";"SBUL";"TEN CEL AVIADOR CÉSAR BOMBONATO(MG, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"5";"100";"0";"0"
"AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A";"4377";"SBUL";"TEN CEL AVIADOR CÉSAR BOMBONATO(MG, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"30";"3,33";"0";"0"
"AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A";"4393";"SBUL";"TEN CEL AVIADOR CÉSAR BOMBONATO(MG, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"28";"0";"0";"0"
"AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A";"2458";"SBUL";"TEN CEL AVIADOR CÉSAR BOMBONATO(MG, BRASIL)";"SBSG";"GOVERNADOR ALUIZIO ALVES(RN, BRASIL)";"4";"0";"0";"0"
"AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A";"2569";"SBUL";"TEN CEL AVIADOR CÉSAR BOMBONATO(MG, BRASIL)";"SBFZ";"PINTO MARTINS(CE, BRASIL)";"4";"0";"0";"0"
"AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A";"2522";"SBUL";"TEN CEL AVIADOR CÉSAR BOMBONATO(MG, BRASIL)";"SBJP";"PRESIDENTE CASTRO PINTO(PB, BRASIL)";"4";"0";"0";"0"
"AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A";"2687";"SBUR";"MÁRIO DE ALMEIDA FRANCO(MG, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"21";"0";"0";"0"
"AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A";"6123";"SBUR";"MÁRIO DE ALMEIDA FRANCO(MG, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"4";"0";"0";"0"
"AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A";"6180";"SBUR";"MÁRIO DE ALMEIDA FRANCO(MG, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"30";"3,33";"0";"0"
"AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A";"4331";"SBVC";"GLAUBER DE ANDRADE ROCHA(BA, BRASIL)";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"13";"0";"0";"0"
"AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A";"4330";"SBVC";"GLAUBER DE ANDRADE ROCHA(BA, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"13";"0";"0";"0"
"AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A";"4172";"SBVC";"GLAUBER DE ANDRADE ROCHA(BA, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"30";"3,33";"0";"0"
"AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A";"5253";"SBVG";"MAJOR BRIGADEIRO TROMPOWSKY(MG, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"5";"20";"0";"0"
"AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A";"4809";"SBVH";"BRIGADEIRO CAMARÃO(RO, BRASIL)";"SBCY";"MARECHAL RONDON(MT, BRASIL)";"8";"25";"0";"0"
"AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A";"3122";"SBVT";"EURICO DE AGUIAR SALLES(ES, BRASIL)";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"26";"0";"0";"0"
"AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A";"2665";"SBVT";"EURICO DE AGUIAR SALLES(ES, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"19";"0";"0";"0"
"AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A";"2945";"SBVT";"EURICO DE AGUIAR SALLES(ES, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"20";"0";"0";"0"
"AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A";"2819";"SBVT";"EURICO DE AGUIAR SALLES(ES, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"21";"4,76";"0";"0"
"AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A";"2999";"SBVT";"EURICO DE AGUIAR SALLES(ES, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"4";"0";"0";"0"
"AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A";"2994";"SBVT";"EURICO DE AGUIAR SALLES(ES, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"22";"22,73";"0";"0"
"AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A";"5093";"SBVT";"EURICO DE AGUIAR SALLES(ES, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"24";"25";"0";"0"
"AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A";"4002";"SBVT";"EURICO DE AGUIAR SALLES(ES, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"25";"0";"0";"0"
"AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A";"4310";"SBVT";"EURICO DE AGUIAR SALLES(ES, BRASIL)";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"30";"0";"0";"0"
"AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A";"4281";"SBVT";"EURICO DE AGUIAR SALLES(ES, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"23";"17,39";"0";"0"
